date,symbol,frequency,open,high,low,close,volume,amount,position
2024-10-08 00:00:00,SHFE.hc2505,1d,3870.0,3968.0,3601.0,3649.0,95963,3599395840.0,96250
2024-10-09 00:00:00,SHFE.hc2505,1d,3630.0,3693.0,3602.0,3615.0,73471,2683723104.0,100594
2024-10-10 00:00:00,SHFE.hc2505,1d,3601.0,3664.0,3562.0,3616.0,69808,2519351312.0,108817
2024-10-11 00:00:00,SHFE.hc2505,1d,3612.0,3648.0,3590.0,3633.0,46219,1672678176.0,118116
2024-10-14 00:00:00,SHFE.hc2505,1d,3632.0,3700.0,3607.0,3669.0,59601,2182493584.0,125540
2024-10-15 00:00:00,SHFE.hc2505,1d,3669.0,3679.0,3638.0,3639.0,36322,1328818080.0,130807
2024-10-16 00:00:00,SHFE.hc2505,1d,3635.0,3672.0,3620.0,3622.0,37195,1356589152.0,131958
2024-10-17 00:00:00,SHFE.hc2505,1d,3627.0,3658.0,3470.0,3474.0,73183,2621151456.0,134641
2024-10-18 00:00:00,SHFE.hc2505,1d,3490.0,3588.0,3480.0,3543.0,61032,2148106368.0,134613
2024-10-21 00:00:00,SHFE.hc2505,1d,3540.0,3579.0,3540.0,3558.0,36126,1285550656.0,134762
2024-10-22 00:00:00,SHFE.hc2505,1d,3560.0,3560.0,3494.0,3524.0,35777,1260517152.0,139902
2024-10-23 00:00:00,SHFE.hc2505,1d,3525.0,3551.0,3503.0,3512.0,32712,1153047008.0,143214
2024-10-24 00:00:00,SHFE.hc2505,1d,3504.0,3531.0,3483.0,3524.0,33298,1166720176.0,146043
2024-10-25 00:00:00,SHFE.hc2505,1d,3519.0,3579.0,3519.0,3572.0,49761,1770811344.0,152211
2024-10-28 00:00:00,SHFE.hc2505,1d,3582.0,3677.0,3571.0,3651.0,75521,2746389536.0,161119
2024-10-29 00:00:00,SHFE.hc2505,1d,3660.0,3662.0,3599.0,3612.0,41682,1512499120.0,164431
2024-10-30 00:00:00,SHFE.hc2505,1d,3627.0,3660.0,3595.0,3629.0,46476,1687602672.0,168691
2024-10-31 00:00:00,SHFE.hc2505,1d,3622.0,3646.0,3614.0,3630.0,31774,1154043056.0,172911
2024-11-01 00:00:00,SHFE.hc2505,1d,3630.0,3638.0,3584.0,3598.0,40747,1469342912.0,176102
2024-11-04 00:00:00,SHFE.hc2505,1d,3605.0,3636.0,3556.0,3628.0,61718,2218167008.0,180647
2024-11-05 00:00:00,SHFE.hc2505,1d,3636.0,3655.0,3613.0,3635.0,54060,1966943200.0,192780
2024-11-06 00:00:00,SHFE.hc2505,1d,3644.0,3647.0,3570.0,3606.0,79977,2886051632.0,199805
2024-11-07 00:00:00,SHFE.hc2505,1d,3610.0,3635.0,3580.0,3635.0,61287,2210990032.0,211214
2024-11-08 00:00:00,SHFE.hc2505,1d,3635.0,3670.0,3580.0,3590.0,115938,4199775952.0,221244
2024-11-11 00:00:00,SHFE.hc2505,1d,3578.0,3604.0,3535.0,3555.0,74135,2642745744.0,222902
2024-11-12 00:00:00,SHFE.hc2505,1d,3564.0,3572.0,3531.0,3565.0,57671,2046965248.0,228289
2024-11-13 00:00:00,SHFE.hc2505,1d,3563.0,3593.0,3545.0,3560.0,55132,1966973104.0,234103
2024-11-14 00:00:00,SHFE.hc2505,1d,3566.0,3573.0,3531.0,3539.0,38182,1355194352.0,238600
2024-11-15 00:00:00,SHFE.hc2505,1d,3538.0,3547.0,3480.0,3481.0,71312,2504744624.0,250523
2024-11-18 00:00:00,SHFE.hc2505,1d,3494.0,3533.0,3471.0,3516.0,75803,2655379424.0,257091
2024-11-19 00:00:00,SHFE.hc2505,1d,3512.0,3553.0,3498.0,3546.0,79037,2787329008.0,263966
2024-11-20 00:00:00,SHFE.hc2505,1d,3541.0,3547.0,3523.0,3536.0,49239,1741525248.0,269623
2024-11-21 00:00:00,SHFE.hc2505,1d,3527.0,3555.0,3527.0,3545.0,61296,2171816224.0,276195
2024-11-22 00:00:00,SHFE.hc2505,1d,3548.0,3559.0,3496.0,3501.0,76995,2712340384.0,287465
2024-11-25 00:00:00,SHFE.hc2505,1d,3498.0,3555.0,3497.0,3508.0,98377,3464672000.0,306181
2024-11-26 00:00:00,SHFE.hc2505,1d,3524.0,3539.0,3504.0,3516.0,93664,3298938032.0,330368
2024-11-27 00:00:00,SHFE.hc2505,1d,3523.0,3529.0,3492.0,3512.0,136149,4777335040.0,376726
2024-11-28 00:00:00,SHFE.hc2505,1d,3517.0,3522.0,3490.0,3510.0,149475,5238938624.0,418044
2024-11-29 00:00:00,SHFE.hc2505,1d,3515.0,3548.0,3504.0,3524.0,180931,6376726272.0,461908
2024-12-02 00:00:00,SHFE.hc2505,1d,3527.0,3564.0,3506.0,3557.0,228346,8092276992.0,497635
2024-12-03 00:00:00,SHFE.hc2505,1d,3564.0,3580.0,3559.0,3578.0,153304,5471192576.0,526826
2024-12-04 00:00:00,SHFE.hc2505,1d,3520.0,3578.0,3520.0,3557.0,220129,7827813376.0,551244
2024-12-05 00:00:00,SHFE.hc2505,1d,3547.0,3565.0,3486.0,3495.0,312624,11014727168.0,592732
2024-12-06 00:00:00,SHFE.hc2505,1d,3500.0,3506.0,3475.0,3477.0,348297,12158873088.0,656871
2024-12-09 00:00:00,SHFE.hc2505,1d,3470.0,3511.0,3453.0,3486.0,469198,16345842176.0,695092
2024-12-10 00:00:00,SHFE.hc2505,1d,3525.0,3610.0,3525.0,3549.0,850104,30326178304.0,714656
2024-12-11 00:00:00,SHFE.hc2505,1d,3539.0,3573.0,3539.0,3561.0,331606,11795746816.0,731993
2024-12-12 00:00:00,SHFE.hc2505,1d,3560.0,3569.0,3544.0,3562.0,306012,10888418304.0,754517
2024-12-13 00:00:00,SHFE.hc2505,1d,3545.0,3545.0,3481.0,3491.0,670114,23491558400.0,808704
2024-12-16 00:00:00,SHFE.hc2505,1d,3491.0,3508.0,3470.0,3493.0,402054,14019591680.0,846573
2024-12-17 00:00:00,SHFE.hc2505,1d,3500.0,3506.0,3479.0,3493.0,343273,11988281856.0,873342
2024-12-18 00:00:00,SHFE.hc2505,1d,3490.0,3497.0,3444.0,3450.0,453427,15749616640.0,935839
2024-12-19 00:00:00,SHFE.hc2505,1d,3450.0,3455.0,3402.0,3419.0,635948,21790955008.0,996404
2024-12-20 00:00:00,SHFE.hc2505,1d,3419.0,3427.0,3406.0,3410.0,301544,10300305664.0,1008004
2024-12-23 00:00:00,SHFE.hc2505,1d,3410.0,3438.0,3387.0,3418.0,493275,16837207552.0,1014362
2024-12-24 00:00:00,SHFE.hc2505,1d,3416.0,3432.0,3403.0,3431.0,343417,11734329088.0,1032721
2024-12-25 00:00:00,SHFE.hc2505,1d,3425.0,3431.0,3413.0,3425.0,258650,8852563968.0,1043247
2024-12-26 00:00:00,SHFE.hc2505,1d,3425.0,3450.0,3415.0,3428.0,392216,13466137344.0,1018573
2024-12-27 00:00:00,SHFE.hc2505,1d,3421.0,3438.0,3391.0,3400.0,390579,13336092928.0,1043835
2024-12-30 00:00:00,SHFE.hc2505,1d,3390.0,3440.0,3390.0,3433.0,409095,13996184576.0,1007895
2024-12-31 00:00:00,SHFE.hc2505,1d,3433.0,3443.0,3409.0,3418.0,368593,12620530688.0,1022804
2025-01-02 00:00:00,SHFE.hc2505,1d,3413.0,3440.0,3394.0,3424.0,387570,13263748864.0,1023358
2025-01-03 00:00:00,SHFE.hc2505,1d,3420.0,3424.0,3365.0,3377.0,504445,17106696704.0,1094432
2025-01-06 00:00:00,SHFE.hc2505,1d,3374.0,3397.0,3354.0,3358.0,478148,16122806528.0,1143090
2025-01-07 00:00:00,SHFE.hc2505,1d,3375.0,3382.0,3336.0,3343.0,376100,12615558912.0,1160450
2025-01-08 00:00:00,SHFE.hc2505,1d,3343.0,3354.0,3311.0,3321.0,372128,12401641216.0,1166111
2025-01-09 00:00:00,SHFE.hc2505,1d,3316.0,3326.0,3292.0,3313.0,427195,14137575168.0,1178648
2025-01-10 00:00:00,SHFE.hc2505,1d,3309.0,3325.0,3288.0,3312.0,382690,12665307392.0,1184877
2025-01-13 00:00:00,SHFE.hc2505,1d,3316.0,3365.0,3313.0,3357.0,507472,16973149696.0,1170370
2025-01-14 00:00:00,SHFE.hc2505,1d,3357.0,3416.0,3348.0,3409.0,510296,17280815616.0,1167989
2025-01-15 00:00:00,SHFE.hc2505,1d,3400.0,3428.0,3391.0,3417.0,415364,14167324160.0,1158782
2025-01-16 00:00:00,SHFE.hc2505,1d,3415.0,3450.0,3411.0,3447.0,465334,15972707584.0,1157046
2025-01-17 00:00:00,SHFE.hc2505,1d,3447.0,3488.0,3436.0,3484.0,471470,16326870784.0,1196880
2025-01-20 00:00:00,SHFE.hc2505,1d,3478.0,3500.0,3459.0,3472.0,488423,16985897216.0,1183632
2025-01-21 00:00:00,SHFE.hc2505,1d,3467.0,3494.0,3455.0,3468.0,441384,15338769920.0,1195157
2025-01-22 00:00:00,SHFE.hc2505,1d,3460.0,3466.0,3425.0,3450.0,406998,14006534400.0,1179361
2025-01-23 00:00:00,SHFE.hc2505,1d,3458.0,3480.0,3445.0,3457.0,379716,13145388800.0,1180384
2025-01-24 00:00:00,SHFE.hc2505,1d,3458.0,3483.0,3434.0,3473.0,407582,14084753408.0,1179224
2025-01-27 00:00:00,SHFE.hc2505,1d,3470.0,3491.0,3453.0,3485.0,277583,9640937728.0,1168718
2025-02-05 00:00:00,SHFE.hc2505,1d,3488.0,3500.0,3402.0,3416.0,451542,15485389056.0,1184625
2025-02-06 00:00:00,SHFE.hc2505,1d,3420.0,3456.0,3414.0,3452.0,379763,13043796736.0,1187993
2025-02-07 00:00:00,SHFE.hc2505,1d,3451.0,3469.0,3438.0,3449.0,355010,12260731136.0,1194687
2025-02-10 00:00:00,SHFE.hc2505,1d,3452.0,3473.0,3410.0,3436.0,532326,18297254912.0,1195214
2025-02-11 00:00:00,SHFE.hc2505,1d,3438.0,3446.0,3382.0,3387.0,518548,17683171072.0,1207263
2025-02-12 00:00:00,SHFE.hc2505,1d,3395.0,3416.0,3376.0,3415.0,382857,13012194048.0,1193080
2025-02-13 00:00:00,SHFE.hc2505,1d,3410.0,3416.0,3377.0,3387.0,347432,11798668288.0,1200005
2025-02-14 00:00:00,SHFE.hc2505,1d,3388.0,3406.0,3371.0,3377.0,404382,13695115776.0,1209448
2025-02-17 00:00:00,SHFE.hc2505,1d,3380.0,3410.0,3365.0,3406.0,434253,14704796416.0,1198569
2025-02-18 00:00:00,SHFE.hc2505,1d,3403.0,3442.0,3395.0,3430.0,464475,15882354432.0,1181195
2025-02-19 00:00:00,SHFE.hc2505,1d,3430.0,3445.0,3421.0,3430.0,307160,10545977344.0,1168195
2025-02-20 00:00:00,SHFE.hc2505,1d,3430.0,3472.0,3415.0,3468.0,484746,16686401792.0,1182015
2025-02-21 00:00:00,SHFE.hc2505,1d,3467.0,3483.0,3463.0,3470.0,360630,12530085376.0,1185977
